year,month,city,region,category,cpi
1952,Jul,Chicago,Midwest,All Items,26.9
1952,Aug,Chicago,Midwest,All Items,27.0
1952,Sep,Chicago,Midwest,All Items,26.9
1952,Oct,Chicago,Midwest,All Items,26.9
1952,Nov,Chicago,Midwest,All Items,26.9
1952,Dec,Chicago,Midwest,All Items,26.8
1953,Jan,Chicago,Midwest,All Items,26.7
1953,Feb,Chicago,Midwest,All Items,26.6
1953,Mar,Chicago,Midwest,All Items,26.6
1953,Apr,Chicago,Midwest,All Items,26.7
1953,May,Chicago,Midwest,All Items,26.8
1953,Jun,Chicago,Midwest,All Items,26.9
1953,Jul,Chicago,Midwest,All Items,27.0
1953,Aug,Chicago,Midwest,All Items,27.2
1953,Sep,Chicago,Midwest,All Items,27.2
1953,Oct,Chicago,Midwest,All Items,27.4
1953,Nov,Chicago,Midwest,All Items,27.2
1953,Dec,Chicago,Midwest,All Items,27.2
1954,Jan,Chicago,Midwest,All Items,27.2
1954,Feb,Chicago,Midwest,All Items,27.2
1954,Mar,Chicago,Midwest,All Items,27.2
1954,Apr,Chicago,Midwest,All Items,27.2
1954,May,Chicago,Midwest,All Items,27.4
1954,Jun,Chicago,Midwest,All Items,27.4
1954,Jul,Chicago,Midwest,All Items,27.6
1954,Aug,Chicago,Midwest,All Items,27.5
1954,Sep,Chicago,Midwest,All Items,27.4
1954,Oct,Chicago,Midwest,All Items,27.4
1954,Nov,Chicago,Midwest,All Items,27.5
1954,Dec,Chicago,Midwest,All Items,27.3
1955,Jan,Chicago,Midwest,All Items,27.3
1955,Feb,Chicago,Midwest,All Items,27.4
1955,Mar,Chicago,Midwest,All Items,27.3
1955,Apr,Chicago,Midwest,All Items,27.3
1955,May,Chicago,Midwest,All Items,27.4
1955,Jun,Chicago,Midwest,All Items,27.4
1955,Jul,Chicago,Midwest,All Items,27.6
1955,Aug,Chicago,Midwest,All Items,27.7
1955,Sep,Chicago,Midwest,All Items,27.8
1955,Oct,Chicago,Midwest,All Items,27.8
1955,Nov,Chicago,Midwest,All Items,27.8
1955,Dec,Chicago,Midwest,All Items,27.7
1956,Jan,Chicago,Midwest,All Items,27.6
1956,Feb,Chicago,Midwest,All Items,27.6
1956,Mar,Chicago,Midwest,All Items,27.5
1956,Apr,Chicago,Midwest,All Items,27.6
1956,May,Chicago,Midwest,All Items,27.7
1956,Jun,Chicago,Midwest,All Items,27.9
1956,Jul,Chicago,Midwest,All Items,28.2
1956,Aug,Chicago,Midwest,All Items,28.0
1956,Sep,Chicago,Midwest,All Items,28.1
1956,Oct,Chicago,Midwest,All Items,28.3
1956,Nov,Chicago,Midwest,All Items,28.3
1956,Dec,Chicago,Midwest,All Items,28.3
1957,Jan,Chicago,Midwest,All Items,28.3
1957,Feb,Chicago,Midwest,All Items,28.4
1957,Mar,Chicago,Midwest,All Items,28.4
1957,Apr,Chicago,Midwest,All Items,28.5
1957,May,Chicago,Midwest,All Items,28.6
1957,Jun,Chicago,Midwest,All Items,28.7
1957,Jul,Chicago,Midwest,All Items,29.0
1957,Aug,Chicago,Midwest,All Items,29.0
1957,Sep,Chicago,Midwest,All Items,29.1
1957,Oct,Chicago,Midwest,All Items,29.2
1957,Nov,Chicago,Midwest,All Items,29.4
1957,Dec,Chicago,Midwest,All Items,29.4
1958,Jan,Chicago,Midwest,All Items,29.5
1958,Feb,Chicago,Midwest,All Items,29.5
1958,Mar,Chicago,Midwest,All Items,29.7
1958,Apr,Chicago,Midwest,All Items,29.7
1958,May,Chicago,Midwest,All Items,29.7
1958,Jun,Chicago,Midwest,All Items,29.8
1958,Jul,Chicago,Midwest,All Items,29.8
1958,Aug,Chicago,Midwest,All Items,29.7
1958,Sep,Chicago,Midwest,All Items,29.8
1958,Oct,Chicago,Midwest,All Items,29.8
1958,Nov,Chicago,Midwest,All Items,29.8
1958,Dec,Chicago,Midwest,All Items,29.7
1959,Jan,Chicago,Midwest,All Items,29.7
1959,Feb,Chicago,Midwest,All Items,29.7
1959,Mar,Chicago,Midwest,All Items,29.7
1959,Apr,Chicago,Midwest,All Items,29.8
1959,May,Chicago,Midwest,All Items,29.8
1959,Jun,Chicago,Midwest,All Items,29.9
1959,Jul,Chicago,Midwest,All Items,30.0
1959,Aug,Chicago,Midwest,All Items,30.0
1959,Sep,Chicago,Midwest,All Items,30.2
1959,Oct,Chicago,Midwest,All Items,30.2
1959,Nov,Chicago,Midwest,All Items,30.2
1959,Dec,Chicago,Midwest,All Items,30.2
1960,Jan,Chicago,Midwest,All Items,30.1
1960,Feb,Chicago,Midwest,All Items,30.2
1960,Mar,Chicago,Midwest,All Items,30.2
1960,Apr,Chicago,Midwest,All Items,30.3
1960,May,Chicago,Midwest,All Items,30.3
1960,Jun,Chicago,Midwest,All Items,30.4
1960,Jul,Chicago,Midwest,All Items,30.5
1960,Aug,Chicago,Midwest,All Items,30.4
1960,Sep,Chicago,Midwest,All Items,30.5
1960,Oct,Chicago,Midwest,All Items,30.5
1960,Nov,Chicago,Midwest,All Items,30.5
1960,Dec,Chicago,Midwest,All Items,30.5
1961,Jan,Chicago,Midwest,All Items,30.5
1961,Feb,Chicago,Midwest,All Items,30.5
1961,Mar,Chicago,Midwest,All Items,30.4
1961,Apr,Chicago,Midwest,All Items,30.4
1961,May,Chicago,Midwest,All Items,30.4
1961,Jun,Chicago,Midwest,All Items,30.3
1961,Jul,Chicago,Midwest,All Items,30.6
1961,Aug,Chicago,Midwest,All Items,30.6
1961,Sep,Chicago,Midwest,All Items,30.6
1961,Oct,Chicago,Midwest,All Items,30.7
1961,Nov,Chicago,Midwest,All Items,30.6
1961,Dec,Chicago,Midwest,All Items,30.6
1962,Jan,Chicago,Midwest,All Items,30.6
1962,Feb,Chicago,Midwest,All Items,30.8
1962,Mar,Chicago,Midwest,All Items,30.8
1962,Apr,Chicago,Midwest,All Items,30.9
1962,May,Chicago,Midwest,All Items,30.8
1962,Jun,Chicago,Midwest,All Items,30.8
1962,Jul,Chicago,Midwest,All Items,30.8
1962,Aug,Chicago,Midwest,All Items,30.8
1962,Sep,Chicago,Midwest,All Items,31.0
1962,Oct,Chicago,Midwest,All Items,30.9
1962,Nov,Chicago,Midwest,All Items,30.9
1962,Dec,Chicago,Midwest,All Items,30.9
1963,Jan,Chicago,Midwest,All Items,31.0
1963,Feb,Chicago,Midwest,All Items,31.0
1963,Mar,Chicago,Midwest,All Items,31.1
1963,Apr,Chicago,Midwest,All Items,31.1
1963,May,Chicago,Midwest,All Items,31.0
1963,Jun,Chicago,Midwest,All Items,31.1
1963,Jul,Chicago,Midwest,All Items,31.3
1963,Aug,Chicago,Midwest,All Items,31.2
1963,Sep,Chicago,Midwest,All Items,31.2
1963,Oct,Chicago,Midwest,All Items,31.2
1963,Nov,Chicago,Midwest,All Items,31.2
1963,Dec,Chicago,Midwest,All Items,31.3
1964,Jan,Chicago,Midwest,All Items,31.2
1964,Feb,Chicago,Midwest,All Items,31.1
1964,Mar,Chicago,Midwest,All Items,31.1
1964,Apr,Chicago,Midwest,All Items,31.1
1964,May,Chicago,Midwest,All Items,31.2
1964,Jun,Chicago,Midwest,All Items,31.3
1964,Jul,Chicago,Midwest,All Items,31.4
1964,Aug,Chicago,Midwest,All Items,31.3
1964,Sep,Chicago,Midwest,All Items,31.3
1964,Oct,Chicago,Midwest,All Items,31.4
1964,Nov,Chicago,Midwest,All Items,31.4
1964,Dec,Chicago,Midwest,All Items,31.4
1965,Jan,Chicago,Midwest,All Items,31.4
1965,Feb,Chicago,Midwest,All Items,31.4
1965,Mar,Chicago,Midwest,All Items,31.4
1965,Apr,Chicago,Midwest,All Items,31.5
1965,May,Chicago,Midwest,All Items,31.6
1965,Jun,Chicago,Midwest,All Items,31.8
1965,Jul,Chicago,Midwest,All Items,31.7
1965,Aug,Chicago,Midwest,All Items,31.7
1965,Sep,Chicago,Midwest,All Items,31.8
1965,Oct,Chicago,Midwest,All Items,31.9
1965,Nov,Chicago,Midwest,All Items,31.9
1965,Dec,Chicago,Midwest,All Items,32.1
1966,Jan,Chicago,Midwest,All Items,32.0
1966,Feb,Chicago,Midwest,All Items,32.2
1966,Mar,Chicago,Midwest,All Items,32.4
1966,Apr,Chicago,Midwest,All Items,32.4
1966,May,Chicago,Midwest,All Items,32.5
1966,Jun,Chicago,Midwest,All Items,32.6
1966,Jul,Chicago,Midwest,All Items,32.6
1966,Aug,Chicago,Midwest,All Items,32.8
1966,Sep,Chicago,Midwest,All Items,33.0
1966,Oct,Chicago,Midwest,All Items,33.0
1966,Nov,Chicago,Midwest,All Items,33.0
1966,Dec,Chicago,Midwest,All Items,33.1
1967,Jan,Chicago,Midwest,All Items,32.9
1967,Feb,Chicago,Midwest,All Items,33.1
1967,Mar,Chicago,Midwest,All Items,33.1
1967,Apr,Chicago,Midwest,All Items,33.1
1967,May,Chicago,Midwest,All Items,33.2
1967,Jun,Chicago,Midwest,All Items,33.3
1967,Jul,Chicago,Midwest,All Items,33.5
1967,Aug,Chicago,Midwest,All Items,33.7
1967,Sep,Chicago,Midwest,All Items,33.9
1967,Oct,Chicago,Midwest,All Items,33.9
1967,Nov,Chicago,Midwest,All Items,34.0
1967,Dec,Chicago,Midwest,All Items,34.1
1968,Jan,Chicago,Midwest,All Items,34.1
1968,Feb,Chicago,Midwest,All Items,34.3
1968,Mar,Chicago,Midwest,All Items,34.5
1968,Apr,Chicago,Midwest,All Items,34.6
1968,May,Chicago,Midwest,All Items,34.7
1968,Jun,Chicago,Midwest,All Items,34.8
1968,Jul,Chicago,Midwest,All Items,35.0
1968,Aug,Chicago,Midwest,All Items,35.1
1968,Sep,Chicago,Midwest,All Items,35.3
1968,Oct,Chicago,Midwest,All Items,35.4
1968,Nov,Chicago,Midwest,All Items,35.4
1968,Dec,Chicago,Midwest,All Items,35.6
1969,Jan,Chicago,Midwest,All Items,35.8
1969,Feb,Chicago,Midwest,All Items,35.9
1969,Mar,Chicago,Midwest,All Items,36.2
1969,Apr,Chicago,Midwest,All Items,36.3
1969,May,Chicago,Midwest,All Items,36.4
1969,Jun,Chicago,Midwest,All Items,36.7
1969,Jul,Chicago,Midwest,All Items,36.9
1969,Aug,Chicago,Midwest,All Items,37.2
1969,Sep,Chicago,Midwest,All Items,37.5
1969,Oct,Chicago,Midwest,All Items,37.4
1969,Nov,Chicago,Midwest,All Items,37.6
1969,Dec,Chicago,Midwest,All Items,37.8
1970,Jan,Chicago,Midwest,All Items,38.0
1970,Feb,Chicago,Midwest,All Items,38.1
1970,Mar,Chicago,Midwest,All Items,38.3
1970,Apr,Chicago,Midwest,All Items,38.4
1970,May,Chicago,Midwest,All Items,38.6
1970,Jun,Chicago,Midwest,All Items,38.8
1970,Jul,Chicago,Midwest,All Items,39.0
1970,Aug,Chicago,Midwest,All Items,39.2
1970,Sep,Chicago,Midwest,All Items,39.4
1970,Oct,Chicago,Midwest,All Items,39.6
1970,Nov,Chicago,Midwest,All Items,39.7
1970,Dec,Chicago,Midwest,All Items,39.9
1971,Jan,Chicago,Midwest,All Items,39.9
1971,Feb,Chicago,Midwest,All Items,40.0
1971,Mar,Chicago,Midwest,All Items,40.1
1971,Apr,Chicago,Midwest,All Items,40.2
1971,May,Chicago,Midwest,All Items,40.4
1971,Jun,Chicago,Midwest,All Items,40.5
1971,Jul,Chicago,Midwest,All Items,40.5
1971,Aug,Chicago,Midwest,All Items,40.7
1971,Sep,Chicago,Midwest,All Items,40.7
1971,Oct,Chicago,Midwest,All Items,40.7
1971,Nov,Chicago,Midwest,All Items,40.8
1971,Dec,Chicago,Midwest,All Items,40.9
1972,Jan,Chicago,Midwest,All Items,40.9
1972,Feb,Chicago,Midwest,All Items,41.2
1972,Mar,Chicago,Midwest,All Items,41.2
1972,Apr,Chicago,Midwest,All Items,41.3
1972,May,Chicago,Midwest,All Items,41.4
1972,Jun,Chicago,Midwest,All Items,41.6
1972,Jul,Chicago,Midwest,All Items,41.6
1972,Aug,Chicago,Midwest,All Items,41.8
1972,Sep,Chicago,Midwest,All Items,41.9
1972,Oct,Chicago,Midwest,All Items,42.0
1972,Nov,Chicago,Midwest,All Items,42.1
1972,Dec,Chicago,Midwest,All Items,42.2
1973,Jan,Chicago,Midwest,All Items,42.3
1973,Feb,Chicago,Midwest,All Items,42.7
1973,Mar,Chicago,Midwest,All Items,43.2
1973,Apr,Chicago,Midwest,All Items,43.5
1973,May,Chicago,Midwest,All Items,43.8
1973,Jun,Chicago,Midwest,All Items,44.1
1973,Jul,Chicago,Midwest,All Items,44.0
1973,Aug,Chicago,Midwest,All Items,45.0
1973,Sep,Chicago,Midwest,All Items,45.1
1973,Oct,Chicago,Midwest,All Items,45.4
1973,Nov,Chicago,Midwest,All Items,45.6
1973,Dec,Chicago,Midwest,All Items,45.8
1974,Jan,Chicago,Midwest,All Items,46.4
1974,Feb,Chicago,Midwest,All Items,47.1
1974,Mar,Chicago,Midwest,All Items,47.6
1974,Apr,Chicago,Midwest,All Items,47.8
1974,May,Chicago,Midwest,All Items,48.2
1974,Jun,Chicago,Midwest,All Items,48.7
1974,Jul,Chicago,Midwest,All Items,48.9
1974,Aug,Chicago,Midwest,All Items,49.5
1974,Sep,Chicago,Midwest,All Items,49.9
1974,Oct,Chicago,Midwest,All Items,50.4
1974,Nov,Chicago,Midwest,All Items,50.8
1974,Dec,Chicago,Midwest,All Items,51.3
1975,Jan,Chicago,Midwest,All Items,51.3
1975,Feb,Chicago,Midwest,All Items,51.7
1975,Mar,Chicago,Midwest,All Items,52.1
1975,Apr,Chicago,Midwest,All Items,52.2
1975,May,Chicago,Midwest,All Items,52.0
1975,Jun,Chicago,Midwest,All Items,52.4
1975,Jul,Chicago,Midwest,All Items,53.0
1975,Aug,Chicago,Midwest,All Items,53.3
1975,Sep,Chicago,Midwest,All Items,53.4
1975,Oct,Chicago,Midwest,All Items,53.7
1975,Nov,Chicago,Midwest,All Items,53.8
1975,Dec,Chicago,Midwest,All Items,54.0
1976,Jan,Chicago,Midwest,All Items,53.7
1976,Feb,Chicago,Midwest,All Items,54.1
1976,Mar,Chicago,Midwest,All Items,54.2
1976,Apr,Chicago,Midwest,All Items,54.5
1976,May,Chicago,Midwest,All Items,54.8
1976,Jun,Chicago,Midwest,All Items,55.2
1976,Jul,Chicago,Midwest,All Items,55.5
1976,Aug,Chicago,Midwest,All Items,55.8
1976,Sep,Chicago,Midwest,All Items,56.1
1976,Oct,Chicago,Midwest,All Items,56.3
1976,Nov,Chicago,Midwest,All Items,56.4
1976,Dec,Chicago,Midwest,All Items,56.6
1977,Jan,Chicago,Midwest,All Items,56.7
1977,Feb,Chicago,Midwest,All Items,57.3
1977,Mar,Chicago,Midwest,All Items,57.7
1977,Apr,Chicago,Midwest,All Items,58.2
1977,May,Chicago,Midwest,All Items,58.4
1977,Jun,Chicago,Midwest,All Items,58.6
1977,Jul,Chicago,Midwest,All Items,59.0
1977,Aug,Chicago,Midwest,All Items,59.3
1977,Sep,Chicago,Midwest,All Items,59.7
1977,Oct,Chicago,Midwest,All Items,59.8
1977,Nov,Chicago,Midwest,All Items,60.0
1977,Dec,Chicago,Midwest,All Items,60.2
1978,Jan,Chicago,Midwest,All Items,61.1
1978,Feb,Chicago,Midwest,All Items,61.7
1978,Mar,Chicago,Midwest,All Items,62.4
1978,Apr,Chicago,Midwest,All Items,62.7
1978,May,Chicago,Midwest,All Items,63.3
1978,Jun,Chicago,Midwest,All Items,63.7
1978,Jul,Chicago,Midwest,All Items,64.1
1978,Aug,Chicago,Midwest,All Items,64.1
1978,Sep,Chicago,Midwest,All Items,64.9
1978,Oct,Chicago,Midwest,All Items,65.4
1978,Nov,Chicago,Midwest,All Items,66.3
1978,Dec,Chicago,Midwest,All Items,66.5
1979,Jan,Chicago,Midwest,All Items,66.8
1979,Feb,Chicago,Midwest,All Items,67.8
1979,Mar,Chicago,Midwest,All Items,69.2
1979,Apr,Chicago,Midwest,All Items,69.9
1979,May,Chicago,Midwest,All Items,70.3
1979,Jun,Chicago,Midwest,All Items,71.5
1979,Jul,Chicago,Midwest,All Items,72.8
1979,Aug,Chicago,Midwest,All Items,73.2
1979,Sep,Chicago,Midwest,All Items,74.1
1979,Oct,Chicago,Midwest,All Items,74.2
1979,Nov,Chicago,Midwest,All Items,75.6
1979,Dec,Chicago,Midwest,All Items,76.4
1980,Jan,Chicago,Midwest,All Items,77.1
1980,Feb,Chicago,Midwest,All Items,77.9
1980,Mar,Chicago,Midwest,All Items,78.8
1980,Apr,Chicago,Midwest,All Items,80.4
1980,May,Chicago,Midwest,All Items,81.4
1980,Jun,Chicago,Midwest,All Items,83.1
1980,Jul,Chicago,Midwest,All Items,82.6
1980,Aug,Chicago,Midwest,All Items,82.1
1980,Sep,Chicago,Midwest,All Items,83.7
1980,Oct,Chicago,Midwest,All Items,84.9
1980,Nov,Chicago,Midwest,All Items,87.0
1980,Dec,Chicago,Midwest,All Items,87.1
1981,Jan,Chicago,Midwest,All Items,86.7
1981,Feb,Chicago,Midwest,All Items,86.9
1981,Mar,Chicago,Midwest,All Items,86.9
1981,Apr,Chicago,Midwest,All Items,88.3
1981,May,Chicago,Midwest,All Items,88.5
1981,Jun,Chicago,Midwest,All Items,90.1
1981,Jul,Chicago,Midwest,All Items,91.3
1981,Aug,Chicago,Midwest,All Items,92.3
1981,Sep,Chicago,Midwest,All Items,92.7
1981,Oct,Chicago,Midwest,All Items,92.4
1981,Nov,Chicago,Midwest,All Items,92.7
1981,Dec,Chicago,Midwest,All Items,91.7
1982,Jan,Chicago,Midwest,All Items,92.2
1982,Feb,Chicago,Midwest,All Items,92.0
1982,Mar,Chicago,Midwest,All Items,92.5
1982,Apr,Chicago,Midwest,All Items,93.8
1982,May,Chicago,Midwest,All Items,96.3
1982,Jun,Chicago,Midwest,All Items,97.7
1982,Jul,Chicago,Midwest,All Items,98.1
1982,Aug,Chicago,Midwest,All Items,98.1
1982,Sep,Chicago,Midwest,All Items,98.4
1982,Oct,Chicago,Midwest,All Items,98.5
1982,Nov,Chicago,Midwest,All Items,98.5
1982,Dec,Chicago,Midwest,All Items,98.1
1983,Jan,Chicago,Midwest,All Items,98.4
1983,Feb,Chicago,Midwest,All Items,98.3
1983,Mar,Chicago,Midwest,All Items,98.3
1983,Apr,Chicago,Midwest,All Items,98.8
1983,May,Chicago,Midwest,All Items,99.2
1983,Jun,Chicago,Midwest,All Items,99.9
1983,Jul,Chicago,Midwest,All Items,100.3
1983,Aug,Chicago,Midwest,All Items,101.0
1983,Sep,Chicago,Midwest,All Items,101.4
1983,Oct,Chicago,Midwest,All Items,101.2
1983,Nov,Chicago,Midwest,All Items,101.7
1983,Dec,Chicago,Midwest,All Items,101.7
1984,Jan,Chicago,Midwest,All Items,102.2
1984,Feb,Chicago,Midwest,All Items,102.1
1984,Mar,Chicago,Midwest,All Items,102.3
1984,Apr,Chicago,Midwest,All Items,102.7
1984,May,Chicago,Midwest,All Items,102.8
1984,Jun,Chicago,Midwest,All Items,103.7
1984,Jul,Chicago,Midwest,All Items,104.0
1984,Aug,Chicago,Midwest,All Items,104.9
1984,Sep,Chicago,Midwest,All Items,105.5
1984,Oct,Chicago,Midwest,All Items,105.1
1984,Nov,Chicago,Midwest,All Items,105.1
1984,Dec,Chicago,Midwest,All Items,105.1
1985,Jan,Chicago,Midwest,All Items,105.5
1985,Feb,Chicago,Midwest,All Items,106.0
1985,Mar,Chicago,Midwest,All Items,106.2
1985,Apr,Chicago,Midwest,All Items,106.8
1985,May,Chicago,Midwest,All Items,107.0
1985,Jun,Chicago,Midwest,All Items,108.5
1985,Jul,Chicago,Midwest,All Items,108.6
1985,Aug,Chicago,Midwest,All Items,109.1
1985,Sep,Chicago,Midwest,All Items,109.2
1985,Oct,Chicago,Midwest,All Items,108.0
1985,Nov,Chicago,Midwest,All Items,108.5
1985,Dec,Chicago,Midwest,All Items,109.1
1986,Jan,Chicago,Midwest,All Items,109.2
1986,Feb,Chicago,Midwest,All Items,109.3
1986,Mar,Chicago,Midwest,All Items,108.4
1986,Apr,Chicago,Midwest,All Items,108.3
1986,May,Chicago,Midwest,All Items,108.5
1986,Jun,Chicago,Midwest,All Items,110.6
1986,Jul,Chicago,Midwest,All Items,110.8
1986,Aug,Chicago,Midwest,All Items,110.9
1986,Sep,Chicago,Midwest,All Items,111.8
1986,Oct,Chicago,Midwest,All Items,110.0
1986,Nov,Chicago,Midwest,All Items,110.9
1986,Dec,Chicago,Midwest,All Items,110.8
1987,Jan,Chicago,Midwest,All Items,111.9
1987,Feb,Chicago,Midwest,All Items,111.9
1987,Mar,Chicago,Midwest,All Items,112.3
1987,Apr,Chicago,Midwest,All Items,112.8
1987,May,Chicago,Midwest,All Items,113.3
1987,Jun,Chicago,Midwest,All Items,115.5
1987,Jul,Chicago,Midwest,All Items,115.9
1987,Aug,Chicago,Midwest,All Items,116.7
1987,Sep,Chicago,Midwest,All Items,117.1
1987,Oct,Chicago,Midwest,All Items,115.1
1987,Nov,Chicago,Midwest,All Items,115.7
1987,Dec,Chicago,Midwest,All Items,115.7
1988,Jan,Chicago,Midwest,All Items,115.3
1988,Feb,Chicago,Midwest,All Items,116.6
1988,Mar,Chicago,Midwest,All Items,116.9
1988,Apr,Chicago,Midwest,All Items,117.1
1988,May,Chicago,Midwest,All Items,117.0
1988,Jun,Chicago,Midwest,All Items,118.9
1988,Jul,Chicago,Midwest,All Items,119.8
1988,Aug,Chicago,Midwest,All Items,120.1
1988,Sep,Chicago,Midwest,All Items,122.0
1988,Oct,Chicago,Midwest,All Items,121.6
1988,Nov,Chicago,Midwest,All Items,121.0
1988,Dec,Chicago,Midwest,All Items,121.3
1989,Jan,Chicago,Midwest,All Items,121.5
1989,Feb,Chicago,Midwest,All Items,122.2
1989,Mar,Chicago,Midwest,All Items,123.0
1989,Apr,Chicago,Midwest,All Items,123.6
1989,May,Chicago,Midwest,All Items,123.9
1989,Jun,Chicago,Midwest,All Items,125.7
1989,Jul,Chicago,Midwest,All Items,126.4
1989,Aug,Chicago,Midwest,All Items,126.4
1989,Sep,Chicago,Midwest,All Items,127.1
1989,Oct,Chicago,Midwest,All Items,126.8
1989,Nov,Chicago,Midwest,All Items,126.7
1989,Dec,Chicago,Midwest,All Items,126.5
1990,Jan,Chicago,Midwest,All Items,128.1
1990,Feb,Chicago,Midwest,All Items,129.2
1990,Mar,Chicago,Midwest,All Items,129.5
1990,Apr,Chicago,Midwest,All Items,130.4
1990,May,Chicago,Midwest,All Items,130.4
1990,Jun,Chicago,Midwest,All Items,131.7
1990,Jul,Chicago,Midwest,All Items,132.0
1990,Aug,Chicago,Midwest,All Items,133.2
1990,Sep,Chicago,Midwest,All Items,133.8
1990,Oct,Chicago,Midwest,All Items,133.3
1990,Nov,Chicago,Midwest,All Items,134.2
1990,Dec,Chicago,Midwest,All Items,134.6
1991,Jan,Chicago,Midwest,All Items,135.1
1991,Feb,Chicago,Midwest,All Items,135.5
1991,Mar,Chicago,Midwest,All Items,136.2
1991,Apr,Chicago,Midwest,All Items,136.1
1991,May,Chicago,Midwest,All Items,136.8
1991,Jun,Chicago,Midwest,All Items,137.3
1991,Jul,Chicago,Midwest,All Items,137.3
1991,Aug,Chicago,Midwest,All Items,137.6
1991,Sep,Chicago,Midwest,All Items,138.3
1991,Oct,Chicago,Midwest,All Items,138.0
1991,Nov,Chicago,Midwest,All Items,138.0
1991,Dec,Chicago,Midwest,All Items,138.3
1992,Jan,Chicago,Midwest,All Items,138.9
1992,Feb,Chicago,Midwest,All Items,139.2
1992,Mar,Chicago,Midwest,All Items,139.7
1992,Apr,Chicago,Midwest,All Items,139.8
1992,May,Chicago,Midwest,All Items,140.5
1992,Jun,Chicago,Midwest,All Items,141.2
1992,Jul,Chicago,Midwest,All Items,141.4
1992,Aug,Chicago,Midwest,All Items,141.9
1992,Sep,Chicago,Midwest,All Items,142.7
1992,Oct,Chicago,Midwest,All Items,142.1
1992,Nov,Chicago,Midwest,All Items,142.4
1992,Dec,Chicago,Midwest,All Items,142.9
1993,Jan,Chicago,Midwest,All Items,143.2
1993,Feb,Chicago,Midwest,All Items,143.6
1993,Mar,Chicago,Midwest,All Items,144.1
1993,Apr,Chicago,Midwest,All Items,144.7
1993,May,Chicago,Midwest,All Items,145.7
1993,Jun,Chicago,Midwest,All Items,145.6
1993,Jul,Chicago,Midwest,All Items,145.5
1993,Aug,Chicago,Midwest,All Items,146.1
1993,Sep,Chicago,Midwest,All Items,146.7
1993,Oct,Chicago,Midwest,All Items,147.2
1993,Nov,Chicago,Midwest,All Items,146.4
1993,Dec,Chicago,Midwest,All Items,146.1
1994,Jan,Chicago,Midwest,All Items,146.5
1994,Feb,Chicago,Midwest,All Items,146.8
1994,Mar,Chicago,Midwest,All Items,147.6
1994,Apr,Chicago,Midwest,All Items,147.9
1994,May,Chicago,Midwest,All Items,147.6
1994,Jun,Chicago,Midwest,All Items,148.1
1994,Jul,Chicago,Midwest,All Items,148.3
1994,Aug,Chicago,Midwest,All Items,149.8
1994,Sep,Chicago,Midwest,All Items,150.2
1994,Oct,Chicago,Midwest,All Items,149.4
1994,Nov,Chicago,Midwest,All Items,150.4
1994,Dec,Chicago,Midwest,All Items,150.5
1995,Jan,Chicago,Midwest,All Items,151.8
1995,Feb,Chicago,Midwest,All Items,152.3
1995,Mar,Chicago,Midwest,All Items,152.6
1995,Apr,Chicago,Midwest,All Items,153.1
1995,May,Chicago,Midwest,All Items,153.0
1995,Jun,Chicago,Midwest,All Items,153.5
1995,Jul,Chicago,Midwest,All Items,153.6
1995,Aug,Chicago,Midwest,All Items,153.8
1995,Sep,Chicago,Midwest,All Items,154.0
1995,Oct,Chicago,Midwest,All Items,154.3
1995,Nov,Chicago,Midwest,All Items,154.0
1995,Dec,Chicago,Midwest,All Items,153.8
1996,Jan,Chicago,Midwest,All Items,154.6
1996,Feb,Chicago,Midwest,All Items,155.2
1996,Mar,Chicago,Midwest,All Items,156.3
1996,Apr,Chicago,Midwest,All Items,156.4
1996,May,Chicago,Midwest,All Items,156.9
1996,Jun,Chicago,Midwest,All Items,157.6
1996,Jul,Chicago,Midwest,All Items,157.7
1996,Aug,Chicago,Midwest,All Items,158.1
1996,Sep,Chicago,Midwest,All Items,158.3
1996,Oct,Chicago,Midwest,All Items,158.8
1996,Nov,Chicago,Midwest,All Items,159.4
1996,Dec,Chicago,Midwest,All Items,159.7
1997,Jan,Chicago,Midwest,All Items,160.4
1997,Feb,Chicago,Midwest,All Items,161.1
1997,Mar,Chicago,Midwest,All Items,161.0
1997,Apr,Chicago,Midwest,All Items,160.9
1997,May,Chicago,Midwest,All Items,161.1
1997,Jun,Chicago,Midwest,All Items,161.7
1997,Jul,Chicago,Midwest,All Items,161.7
1997,Aug,Chicago,Midwest,All Items,162.5
1997,Sep,Chicago,Midwest,All Items,162.1
1997,Oct,Chicago,Midwest,All Items,162.5
1997,Nov,Chicago,Midwest,All Items,162.9
1997,Dec,Chicago,Midwest,All Items,162.8
1998,Jan,Chicago,Midwest,All Items,162.8
1998,Feb,Chicago,Midwest,All Items,163.1
1998,Mar,Chicago,Midwest,All Items,164.1
1998,Apr,Chicago,Midwest,All Items,164.8
1998,May,Chicago,Midwest,All Items,165.6
1998,Jun,Chicago,Midwest,All Items,166.0
1998,Jul,Chicago,Midwest,All Items,166.5
1998,Aug,Chicago,Midwest,All Items,165.4
1998,Sep,Chicago,Midwest,All Items,165.3
1998,Oct,Chicago,Midwest,All Items,165.7
1998,Nov,Chicago,Midwest,All Items,165.4
1998,Dec,Chicago,Midwest,All Items,165.1
1999,Jan,Chicago,Midwest,All Items,166.1
1999,Feb,Chicago,Midwest,All Items,166.4
1999,Mar,Chicago,Midwest,All Items,167.0
1999,Apr,Chicago,Midwest,All Items,167.6
1999,May,Chicago,Midwest,All Items,168.2
